Time,Observer Coordinate,Observer Altitude,Target Coordinate,Target Altitude,Distance
13/03/2026 20:29:06,11.5516, 106.905,212.4,11.5016, 106.9,137,5582.53
13/03/2026 20:29:08,11.5517, 106.905,212.9,11.5016, 106.9,137.5,5586.99
13/03/2026 20:29:10,11.5517, 106.905,213.4,11.5016, 106.9,138,5591.46
13/03/2026 20:29:12,11.5518, 106.905,213.9,11.5016, 106.9,138.5,5595.93
13/03/2026 20:29:14,11.5518, 106.905,214.4,11.5016, 106.9,139,5600.4
13/03/2026 20:29:16,11.5519, 106.905,214.9,11.5016, 106.9,139.5,5604.88
13/03/2026 20:29:18,11.5519, 106.905,215.4,11.5017, 106.901,140,5609.37
13/03/2026 20:29:20,11.552, 106.905,215.9,11.5017, 106.901,140.5,5613.85
13/03/2026 20:29:22,11.552, 106.905,216.4,11.5017, 106.901,141,5618.35
13/03/2026 20:29:24,11.5521, 106.905,216.9,11.5017, 106.901,141.5,5622.85
13/03/2026 20:29:26,11.5522, 106.905,217.4,11.5017, 106.901,142,5627.35
13/03/2026 20:29:28,11.5522, 106.905,217.9,11.5017, 106.901,142.5,5631.86
13/03/2026 20:29:30,11.5523, 106.905,218.4,11.5017, 106.901,143,5636.37
13/03/2026 20:29:32,11.5523, 106.905,218.9,11.5017, 106.901,143.5,5640.89
13/03/2026 20:29:34,11.5524, 106.905,219.4,11.5018, 106.901,144,5645.41
13/03/2026 20:29:36,11.5524, 106.905,219.9,11.5018, 106.901,144.5,5649.94
13/03/2026 20:29:38,11.5525, 106.905,220.4,11.5018, 106.901,145,5654.47
13/03/2026 20:29:40,11.5526, 106.905,220.9,11.5018, 106.901,145.5,5659
13/03/2026 20:29:42,11.5526, 106.905,221.4,11.5018, 106.901,146,5663.54
13/03/2026 20:29:44,11.5527, 106.905,221.9,11.5018, 106.901,146.5,5668.09
13/03/2026 20:29:46,11.5527, 106.905,222.4,11.5018, 106.901,147,5672.64
13/03/2026 20:29:48,11.5528, 106.905,222.9,11.5018, 106.901,147.5,5677.19
13/03/2026 20:29:50,11.5528, 106.905,223.4,11.5018, 106.901,148,5681.75
13/03/2026 20:29:52,11.5529, 106.905,223.9,11.5019, 106.901,148.5,5686.32
13/03/2026 20:29:54,11.5529, 106.905,224.4,11.5019, 106.902,149,5690.88
13/03/2026 20:29:56,11.553, 106.905,224.9,11.5019, 106.902,149.5,5695.46
13/03/2026 20:29:58,11.5531, 106.905,225.4,11.5019, 106.902,150,5700.03
13/03/2026 20:30:02,11.5532, 106.905,226.4,11.5019, 106.902,151,5709.2
13/03/2026 20:30:04,11.5532, 106.905,226.9,11.5019, 106.902,151.5,5713.79
13/03/2026 20:30:06,11.5533, 106.905,227.4,11.5019, 106.902,152,5718.39
13/03/2026 20:30:08,11.5533, 106.905,227.9,11.502, 106.902,152.5,5722.99
13/03/2026 20:30:10,11.5534, 106.905,228.4,11.502, 106.902,153,5727.59
13/03/2026 20:30:12,11.5534, 106.905,228.9,11.502, 106.902,153.5,5732.2
13/03/2026 20:30:14,11.5535, 106.905,229.4,11.502, 106.902,154,5736.82
13/03/2026 20:30:16,11.5536, 106.905,229.9,11.502, 106.902,154.5,5741.43
13/03/2026 20:30:18,11.5536, 106.905,230.4,11.502, 106.902,155,5746.06
13/03/2026 20:30:20,11.5537, 106.905,230.9,11.502, 106.902,155.5,5750.68
13/03/2026 20:30:22,11.5537, 106.905,231.4,11.502, 106.902,156,5755.31
13/03/2026 20:30:24,11.5538, 106.905,231.9,11.5021, 106.902,156.5,5759.95
13/03/2026 20:30:26,11.5538, 106.905,232.4,11.5021, 106.902,157,5764.59
13/03/2026 20:30:28,11.5539, 106.905,232.9,11.5021, 106.902,157.5,5769.23
13/03/2026 20:30:30,11.554, 106.905,233.4,11.5021, 106.903,158,5773.88
13/03/2026 20:30:32,11.554, 106.905,233.9,11.5021, 106.903,158.5,5778.54
13/03/2026 20:30:34,11.5541, 106.905,234.4,11.5021, 106.903,159,5783.19
13/03/2026 20:30:36,11.5541, 106.905,234.9,11.5021, 106.903,159.5,5787.86
13/03/2026 20:30:38,11.5542, 106.905,235.4,11.5021, 106.903,160,5792.52
13/03/2026 20:30:40,11.5542, 106.905,235.9,11.5021, 106.903,160.5,5797.19
13/03/2026 20:30:42,11.5543, 106.905,236.4,11.5022, 106.903,161,5801.87
13/03/2026 20:30:44,11.5543, 106.905,236.9,11.5022, 106.903,161.5,5806.55
13/03/2026 20:30:46,11.5544, 106.905,237.4,11.5022, 106.903,162,5811.23
13/03/2026 20:30:48,11.5545, 106.905,237.9,11.5022, 106.903,162.5,5815.92
